"Nickel, Manganese & Niobium 4"
"Current date: 04/23/2026 3:18 PM (Eastern Daylight Time)"
"Commodity","Country","Time","Customs Value (Gen) ($US)",
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Argentina","April 2013","120,000"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","February 2010","1,228,279"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","August 2010","1,293,675"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","January 2011","1,142,773"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","May 2011","86,840"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","June 2011","964,901"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","August 2011","2,539"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","October 2011","18,547"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","November 2011","37,645"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","December 2011","1,272,880"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","February 2012","687,216"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","April 2012","842,475"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","June 2012","120,900"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","August 2012","40,500"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","September 2012","17,840"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","November 2012","1,410,801"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","January 2013","42,358"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","March 2013","1,378,583"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","April 2013","20,450"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","May 2013","19,790"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","June 2013","21,730"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","August 2013","1,648,316"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","September 2013","23,473"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","November 2013","83,878"
"2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore","Brazil","December 2013","23,685"
