"Tin, Zinc"
"Current date: 04/02/2026 11:47 AM (Eastern Daylight Time)"
"Commodity","Country","Time","Customs Value (Gen) ($US)",
"7901 Zinc, Unwrought","Peru","2022","184,400,867"
"7901 Zinc, Unwrought","Peru","2023","193,612,789"
"7901 Zinc, Unwrought","Peru","2024","185,300,178"
"7901 Zinc, Unwrought","Peru","2025","288,093,754"
"8001 Tin, Unwrought","South/Central America","2015","268,028,381"
"8001 Tin, Unwrought","South/Central America","2016","265,504,241"
"8001 Tin, Unwrought","South/Central America","2017","327,005,479"
"8001 Tin, Unwrought","South/Central America","2018","326,641,154"
"8001 Tin, Unwrought","South/Central America","2019","329,576,457"
"8001 Tin, Unwrought","South/Central America","2020","298,159,052"
"8001 Tin, Unwrought","South/Central America","2021","661,485,539"
"8001 Tin, Unwrought","South/Central America","2022","845,950,884"
"8001 Tin, Unwrought","South/Central America","2023","531,443,984"
"8001 Tin, Unwrought","South/Central America","2024","621,064,447"
"8001 Tin, Unwrought","South/Central America","2025","746,775,421"
"8001 Tin, Unwrought","South America","2015","267,759,643"
"8001 Tin, Unwrought","South America","2016","265,325,086"
"8001 Tin, Unwrought","South America","2017","326,806,526"
"8001 Tin, Unwrought","South America","2018","326,325,126"
"8001 Tin, Unwrought","South America","2019","329,435,111"
"8001 Tin, Unwrought","South America","2020","297,977,404"
"8001 Tin, Unwrought","South America","2021","661,421,470"
"8001 Tin, Unwrought","South America","2022","842,922,691"
"8001 Tin, Unwrought","South America","2023","531,408,939"
"8001 Tin, Unwrought","South America","2024","619,561,528"
"8001 Tin, Unwrought","South America","2025","746,671,378"
"8001 Tin, Unwrought","Bolivia","2015","97,033,492"
"8001 Tin, Unwrought","Bolivia","2016","106,525,775"
"8001 Tin, Unwrought","Bolivia","2017","132,839,918"
"8001 Tin, Unwrought","Bolivia","2018","129,650,692"
"8001 Tin, Unwrought","Bolivia","2019","115,119,766"
"8001 Tin, Unwrought","Bolivia","2020","86,802,567"
"8001 Tin, Unwrought","Bolivia","2021","192,413,558"
"8001 Tin, Unwrought","Bolivia","2022","372,514,820"
"8001 Tin, Unwrought","Bolivia","2023","198,732,824"
"8001 Tin, Unwrought","Bolivia","2024","261,859,190"
"8001 Tin, Unwrought","Bolivia","2025","242,570,042"
"8001 Tin, Unwrought","Brazil","2015","49,579,221"
"8001 Tin, Unwrought","Brazil","2016","38,049,436"
"8001 Tin, Unwrought","Brazil","2017","36,141,322"
"8001 Tin, Unwrought","Brazil","2018","56,924,140"
"8001 Tin, Unwrought","Brazil","2019","58,458,444"
"8001 Tin, Unwrought","Brazil","2020","52,958,210"
"8001 Tin, Unwrought","Brazil","2021","105,098,385"
"8001 Tin, Unwrought","Brazil","2022","147,892,488"
"8001 Tin, Unwrought","Brazil","2023","75,934,251"
"8001 Tin, Unwrought","Brazil","2024","71,661,371"
"8001 Tin, Unwrought","Brazil","2025","43,184,778"
"8001 Tin, Unwrought","Chile","2019","1,183,652"
"8001 Tin, Unwrought","Chile","2020","777,613"
"8001 Tin, Unwrought","Chile","2021","9,599,879"
"8001 Tin, Unwrought","Chile","2022","1,718,328"
"8001 Tin, Unwrought","Chile","2023","1,221,200"
"8001 Tin, Unwrought","Chile","2024","3,869,571"
"8001 Tin, Unwrought","Chile","2025","980,831"
"8001 Tin, Unwrought","Colombia","2020","2,105"
"8001 Tin, Unwrought","Peru","2015","121,146,930"
"8001 Tin, Unwrought","Peru","2016","120,749,875"
"8001 Tin, Unwrought","Peru","2017","157,825,286"
"8001 Tin, Unwrought","Peru","2018","139,750,294"
"8001 Tin, Unwrought","Peru","2019","154,673,249"
"8001 Tin, Unwrought","Peru","2020","157,436,909"
"8001 Tin, Unwrought","Peru","2021","354,309,648"
"8001 Tin, Unwrought","Peru","2022","320,797,055"
"8001 Tin, Unwrought","Peru","2023","255,520,664"
"8001 Tin, Unwrought","Peru","2024","282,171,396"
"8001 Tin, Unwrought","Peru","2025","459,935,727"
"8002 Tin Waste And Scrap","South/Central America","2015","53,400"
"8002 Tin Waste And Scrap","South/Central America","2016","134,415"
"8002 Tin Waste And Scrap","South/Central America","2017","34,350"
"8002 Tin Waste And Scrap","South/Central America","2018","475,598"
"8002 Tin Waste And Scrap","South/Central America","2019","111,657"
"8002 Tin Waste And Scrap","South/Central America","2021","277,581"
"8002 Tin Waste And Scrap","South/Central America","2022","46,161"
"8002 Tin Waste And Scrap","South/Central America","2024","51,436"
"8002 Tin Waste And Scrap","South/Central America","2025","9,970"
"8002 Tin Waste And Scrap","South America","2018","475,598"
"8002 Tin Waste And Scrap","South America","2024","37,036"
"8002 Tin Waste And Scrap","Brazil","2018","90,193"
"8002 Tin Waste And Scrap","Ecuador","2024","37,036"
"8002 Tin Waste And Scrap","Peru","2018","385,405"
