HS_Code,Commodity_Name,Country,Year,Nominal_Value_USD,Category_Type
2504,Natural Graphite,Argentina,2021,5750,Ore / Raw
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Argentina,2015,19740,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Argentina,2025,61501,Compound
2841,Salts Of Oxometallic Or Peroxometallic Acids,Argentina,2015,2435,Compound
2841,Salts Of Oxometallic Or Peroxometallic Acids,Argentina,2016,134273,Compound
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Argentina,2015,109773165,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Argentina,2016,84205662,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Argentina,2017,103585055,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Argentina,2018,153030143,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Argentina,2019,134665304,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Argentina,2020,93565194,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Argentina,2021,8039317,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Argentina,2022,12964245,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Argentina,2023,26208646,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Argentina,2024,28243886,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Argentina,2025,40330466,Refined / Articles
7404,Copper Waste And Scrap,Argentina,2024,2957,Refined / Articles
7408,Copper Wire,Argentina,2021,3418,Refined / Articles
7901,"Zinc, Unwrought",Argentina,2020,33220,Refined / Articles
7901,"Zinc, Unwrought",Argentina,2024,143803,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",Argentina,2015,307402,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",Argentina,2021,2885,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",Argentina,2023,2177,Refined / Articles
2615,"Niobium, Tantalum, Vanadium & Zirconium Ore & Conc",Bolivia,2015,4913,Ore / Raw
2820,Manganese Oxides,Bolivia,2019,41742,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Bolivia,2015,12516044,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Bolivia,2016,5652240,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Bolivia,2017,8626280,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Bolivia,2018,9242482,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Bolivia,2019,6903479,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Bolivia,2020,4678302,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Bolivia,2021,7544202,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Bolivia,2022,13199018,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Bolivia,2023,11392397,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Bolivia,2024,16954078,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Bolivia,2025,62220208,Compound
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Bolivia,2015,85857936,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Bolivia,2016,92661982,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Bolivia,2017,72507189,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Bolivia,2018,78029704,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Bolivia,2019,89881497,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Bolivia,2020,37681487,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Bolivia,2021,12764287,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Bolivia,2022,4948964,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Bolivia,2023,14398363,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Bolivia,2024,1312962,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Bolivia,2025,220414,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Bolivia,2015,8659567,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Bolivia,2016,8684794,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Bolivia,2017,9479566,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Bolivia,2018,9638446,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Bolivia,2019,9108173,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Bolivia,2020,6775720,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Bolivia,2021,6543859,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Bolivia,2024,2019146,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Bolivia,2025,3642642,Refined / Articles
7404,Copper Waste And Scrap,Bolivia,2016,234394,Refined / Articles
7404,Copper Waste And Scrap,Bolivia,2017,138771,Refined / Articles
7404,Copper Waste And Scrap,Bolivia,2018,333369,Refined / Articles
7404,Copper Waste And Scrap,Bolivia,2019,998218,Refined / Articles
7404,Copper Waste And Scrap,Bolivia,2020,317594,Refined / Articles
7404,Copper Waste And Scrap,Bolivia,2021,2432025,Refined / Articles
7404,Copper Waste And Scrap,Bolivia,2022,758962,Refined / Articles
7404,Copper Waste And Scrap,Bolivia,2023,509428,Refined / Articles
7404,Copper Waste And Scrap,Bolivia,2024,5459828,Refined / Articles
7404,Copper Waste And Scrap,Bolivia,2025,548644,Refined / Articles
8001,"Tin, Unwrought",Bolivia,2015,97033492,Refined / Articles
8001,"Tin, Unwrought",Bolivia,2016,106525775,Refined / Articles
8001,"Tin, Unwrought",Bolivia,2017,132839918,Refined / Articles
8001,"Tin, Unwrought",Bolivia,2018,129650692,Refined / Articles
8001,"Tin, Unwrought",Bolivia,2019,115119766,Refined / Articles
8001,"Tin, Unwrought",Bolivia,2020,86802567,Refined / Articles
8001,"Tin, Unwrought",Bolivia,2021,192413558,Refined / Articles
8001,"Tin, Unwrought",Bolivia,2022,372514820,Refined / Articles
8001,"Tin, Unwrought",Bolivia,2023,198732824,Refined / Articles
8001,"Tin, Unwrought",Bolivia,2024,261859190,Refined / Articles
8001,"Tin, Unwrought",Bolivia,2025,242570042,Refined / Articles
2504,Natural Graphite,Brazil,2015,9941921,Ore / Raw
2504,Natural Graphite,Brazil,2016,7426485,Ore / Raw
2504,Natural Graphite,Brazil,2017,7601671,Ore / Raw
2504,Natural Graphite,Brazil,2018,6469010,Ore / Raw
2504,Natural Graphite,Brazil,2019,5006893,Ore / Raw
2504,Natural Graphite,Brazil,2020,5464157,Ore / Raw
2504,Natural Graphite,Brazil,2021,5956447,Ore / Raw
2504,Natural Graphite,Brazil,2022,4590114,Ore / Raw
2504,Natural Graphite,Brazil,2023,4801681,Ore / Raw
2504,Natural Graphite,Brazil,2024,4474336,Ore / Raw
2504,Natural Graphite,Brazil,2025,5713293,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",Brazil,2015,392130,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",Brazil,2016,696840,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",Brazil,2017,924735,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",Brazil,2018,950971,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",Brazil,2019,542578,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",Brazil,2020,611860,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",Brazil,2021,617806,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",Brazil,2022,1153901,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",Brazil,2023,1029610,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",Brazil,2024,838321,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",Brazil,2025,138421,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,Brazil,2015,2350796,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,Brazil,2016,275952,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,Brazil,2017,411706,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,Brazil,2018,2543726,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,Brazil,2019,4637411,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,Brazil,2020,327632,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,Brazil,2021,135000,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,Brazil,2022,136549,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,Brazil,2023,242855,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,Brazil,2024,47408,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,Brazil,2025,544350,Ore / Raw
2604,Nickel Ores And Concentrates,Brazil,2015,8693,Ore / Raw
2604,Nickel Ores And Concentrates,Brazil,2023,126293,Ore / Raw
2609,Tin Ores And Concentrates,Brazil,2018,156000,Ore / Raw
2615,"Niobium, Tantalum, Vanadium & Zirconium Ore & Conc",Brazil,2015,20167502,Ore / Raw
2615,"Niobium, Tantalum, Vanadium & Zirconium Ore & Conc",Brazil,2016,26753696,Ore / Raw
2615,"Niobium, Tantalum, Vanadium & Zirconium Ore & Conc",Brazil,2017,3867674,Ore / Raw
2615,"Niobium, Tantalum, Vanadium & Zirconium Ore & Conc",Brazil,2019,26744,Ore / Raw
2817,Zinc Oxide And Zinc Peroxide,Brazil,2018,325187,Compound
2817,Zinc Oxide And Zinc Peroxide,Brazil,2020,28120,Compound
2817,Zinc Oxide And Zinc Peroxide,Brazil,2021,9065,Compound
2817,Zinc Oxide And Zinc Peroxide,Brazil,2022,49050,Compound
2817,Zinc Oxide And Zinc Peroxide,Brazil,2023,98400,Compound
2817,Zinc Oxide And Zinc Peroxide,Brazil,2024,35429,Compound
2820,Manganese Oxides,Brazil,2015,663284,Compound
2820,Manganese Oxides,Brazil,2016,1708706,Compound
2820,Manganese Oxides,Brazil,2017,1285589,Compound
2820,Manganese Oxides,Brazil,2018,1960025,Compound
2820,Manganese Oxides,Brazil,2019,2923888,Compound
2820,Manganese Oxides,Brazil,2020,2632829,Compound
2820,Manganese Oxides,Brazil,2021,2422909,Compound
2820,Manganese Oxides,Brazil,2022,343724,Compound
2820,Manganese Oxides,Brazil,2023,1698104,Compound
2820,Manganese Oxides,Brazil,2024,1014623,Compound
2820,Manganese Oxides,Brazil,2025,853126,Compound
2822,Cobalt Oxide & Hydroxide; Commercial Cobalt Oxides,Brazil,2018,376380,Compound
2822,Cobalt Oxide & Hydroxide; Commercial Cobalt Oxides,Brazil,2021,1344990,Compound
2822,Cobalt Oxide & Hydroxide; Commercial Cobalt Oxides,Brazil,2022,157200,Compound
2824,Lead Oxides; Red Lead And Orange Lead,Brazil,2015,176291,Compound
2824,Lead Oxides; Red Lead And Orange Lead,Brazil,2016,34342,Compound
2824,Lead Oxides; Red Lead And Orange Lead,Brazil,2022,348808,Compound
2824,Lead Oxides; Red Lead And Orange Lead,Brazil,2023,282396,Compound
2824,Lead Oxides; Red Lead And Orange Lead,Brazil,2024,296135,Compound
2824,Lead Oxides; Red Lead And Orange Lead,Brazil,2025,238969,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Brazil,2015,30914877,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Brazil,2016,27689284,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Brazil,2017,36461092,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Brazil,2018,129471779,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Brazil,2019,89526235,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Brazil,2020,35625656,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Brazil,2021,48643154,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Brazil,2022,63064148,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Brazil,2023,76423775,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Brazil,2024,65582017,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",Brazil,2025,40897462,Compound
2841,Salts Of Oxometallic Or Peroxometallic Acids,Brazil,2016,10332,Compound
2841,Salts Of Oxometallic Or Peroxometallic Acids,Brazil,2017,99400,Compound
2841,Salts Of Oxometallic Or Peroxometallic Acids,Brazil,2018,279000,Compound
2841,Salts Of Oxometallic Or Peroxometallic Acids,Brazil,2019,2084,Compound
2841,Salts Of Oxometallic Or Peroxometallic Acids,Brazil,2020,335888,Compound
2841,Salts Of Oxometallic Or Peroxometallic Acids,Brazil,2021,975121,Compound
2841,Salts Of Oxometallic Or Peroxometallic Acids,Brazil,2022,1401143,Compound
2841,Salts Of Oxometallic Or Peroxometallic Acids,Brazil,2023,1916963,Compound
2841,Salts Of Oxometallic Or Peroxometallic Acids,Brazil,2024,1665165,Compound
2841,Salts Of Oxometallic Or Peroxometallic Acids,Brazil,2025,488287,Compound
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Brazil,2015,1376018,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Brazil,2016,1331944,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Brazil,2017,1389064,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Brazil,2018,755231,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Brazil,2019,1366062,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Brazil,2020,1184373,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Brazil,2021,1937679,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Brazil,2022,979061,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Brazil,2023,1499556,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Brazil,2024,1293840,Refined / Articles
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",Brazil,2025,2891765,Refined / Articles
7401,Copper Mattes; Cement Copper (precipitated Copper),Brazil,2019,69775,Refined / Articles
7402,Unrefnd Cppr; Cppr Anods F Elctroltc Refining,Brazil,2022,8240,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Brazil,2016,4175589,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Brazil,2017,21114433,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Brazil,2018,2815538,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Brazil,2019,363370,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Brazil,2020,40217,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Brazil,2021,49041633,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Brazil,2022,318980,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Brazil,2023,73947,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Brazil,2024,45312,Refined / Articles
7403,"Refined Copper & Alloys (no Mast Alloy), Unwrought",Brazil,2025,91079,Refined / Articles
7404,Copper Waste And Scrap,Brazil,2015,2943479,Refined / Articles
7404,Copper Waste And Scrap,Brazil,2016,1177406,Refined / Articles
7404,Copper Waste And Scrap,Brazil,2017,737333,Refined / Articles
7404,Copper Waste And Scrap,Brazil,2018,2061372,Refined / Articles
7404,Copper Waste And Scrap,Brazil,2019,1477380,Refined / Articles
7404,Copper Waste And Scrap,Brazil,2020,491951,Refined / Articles
7404,Copper Waste And Scrap,Brazil,2021,483986,Refined / Articles
7404,Copper Waste And Scrap,Brazil,2022,892500,Refined / Articles
7404,Copper Waste And Scrap,Brazil,2023,1877407,Refined / Articles
7404,Copper Waste And Scrap,Brazil,2024,269439,Refined / Articles
7404,Copper Waste And Scrap,Brazil,2025,68726,Refined / Articles
7408,Copper Wire,Brazil,2015,59904,Refined / Articles
7408,Copper Wire,Brazil,2016,335299,Refined / Articles
7408,Copper Wire,Brazil,2017,54933,Refined / Articles
7408,Copper Wire,Brazil,2018,995323,Refined / Articles
7408,Copper Wire,Brazil,2019,547460,Refined / Articles
7408,Copper Wire,Brazil,2020,1475917,Refined / Articles
7408,Copper Wire,Brazil,2021,1112116,Refined / Articles
7408,Copper Wire,Brazil,2022,1101040,Refined / Articles
7408,Copper Wire,Brazil,2023,372637,Refined / Articles
7408,Copper Wire,Brazil,2024,1317677,Refined / Articles
7408,Copper Wire,Brazil,2025,1225097,Refined / Articles
7502,"Nickle, Unwrought",Brazil,2015,83172363,Refined / Articles
7502,"Nickle, Unwrought",Brazil,2016,24741673,Refined / Articles
7502,"Nickle, Unwrought",Brazil,2017,20014689,Refined / Articles
7502,"Nickle, Unwrought",Brazil,2018,14087274,Refined / Articles
7502,"Nickle, Unwrought",Brazil,2019,2053068,Refined / Articles
7502,"Nickle, Unwrought",Brazil,2021,14021150,Refined / Articles
7502,"Nickle, Unwrought",Brazil,2022,4284849,Refined / Articles
7502,"Nickle, Unwrought",Brazil,2023,25596790,Refined / Articles
7502,"Nickle, Unwrought",Brazil,2024,28789,Refined / Articles
7502,"Nickle, Unwrought",Brazil,2025,8623492,Refined / Articles
7901,"Zinc, Unwrought",Brazil,2018,1577745,Refined / Articles
7901,"Zinc, Unwrought",Brazil,2019,28309776,Refined / Articles
7901,"Zinc, Unwrought",Brazil,2020,46086294,Refined / Articles
7901,"Zinc, Unwrought",Brazil,2021,1040315,Refined / Articles
7901,"Zinc, Unwrought",Brazil,2023,90638272,Refined / Articles
7901,"Zinc, Unwrought",Brazil,2024,74111596,Refined / Articles
7901,"Zinc, Unwrought",Brazil,2025,878819,Refined / Articles
8001,"Tin, Unwrought",Brazil,2015,49579221,Refined / Articles
8001,"Tin, Unwrought",Brazil,2016,38049436,Refined / Articles
8001,"Tin, Unwrought",Brazil,2017,36141322,Refined / Articles
8001,"Tin, Unwrought",Brazil,2018,56924140,Refined / Articles
8001,"Tin, Unwrought",Brazil,2019,58458444,Refined / Articles
8001,"Tin, Unwrought",Brazil,2020,52958210,Refined / Articles
8001,"Tin, Unwrought",Brazil,2021,105098385,Refined / Articles
8001,"Tin, Unwrought",Brazil,2022,147892488,Refined / Articles
8001,"Tin, Unwrought",Brazil,2023,75934251,Refined / Articles
8001,"Tin, Unwrought",Brazil,2024,71661371,Refined / Articles
8001,"Tin, Unwrought",Brazil,2025,43184778,Refined / Articles
8002,Tin Waste And Scrap,Brazil,2018,90193,Refined / Articles
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Brazil,2015,5782350,Refined / Articles
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Brazil,2016,423746,Refined / Articles
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Brazil,2017,1836332,Refined / Articles
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Brazil,2018,251798,Refined / Articles
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Brazil,2019,735644,Refined / Articles
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Brazil,2020,6446,Refined / Articles
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Brazil,2021,6656,Refined / Articles
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Brazil,2024,34138,Refined / Articles
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Brazil,2025,42445,Refined / Articles
8111,"Manganese And Artcles Thereof, Inc Waste And Scrap",Brazil,2025,669184,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",Brazil,2015,39743564,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",Brazil,2016,53634967,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",Brazil,2017,53402888,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",Brazil,2018,68371978,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",Brazil,2019,61681913,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",Brazil,2020,32781886,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",Brazil,2021,40043684,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",Brazil,2022,79508723,Refined / Articles
