"Lithium, Cobalt, Sliver"
"Current date: 04/02/2026 11:41 AM (Eastern Daylight Time)"
"Commodity","Country","Time","Customs Value (Gen) ($US)",
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Brazil","2023","76,423,775"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Brazil","2024","65,582,017"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Brazil","2025","40,897,462"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Chile","2015","19,242,435"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Chile","2016","34,219,391"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Chile","2017","35,086,195"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Chile","2018","59,530,055"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Chile","2019","51,726,774"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Chile","2020","48,627,378"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Chile","2021","86,488,578"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Chile","2022","117,169,573"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Chile","2023","216,151,619"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Chile","2024","125,944,339"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Chile","2025","67,688,339"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Peru","2015","806,970"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Peru","2016","584,936"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Peru","2017","661,100"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Peru","2018","874,998"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Peru","2019","814,309"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Peru","2020","368,898"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Peru","2021","562,178"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Peru","2022","1,098,230"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Peru","2023","797,894"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Peru","2024","537,045"
"2825 Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc","Peru","2025","3,158,285"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South/Central America","2015","5,696,079"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South/Central America","2016","13,664,554"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South/Central America","2017","17,966,814"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South/Central America","2018","15,518,068"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South/Central America","2019","19,533,519"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South/Central America","2020","3,762,089"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South/Central America","2021","24,299,343"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South/Central America","2022","24,800,065"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South/Central America","2023","43,588,061"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South/Central America","2024","32,789,148"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South/Central America","2025","19,790,140"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South America","2015","5,696,079"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South America","2016","13,664,554"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South America","2017","17,966,814"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South America","2018","15,518,068"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South America","2019","19,533,519"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South America","2020","3,762,089"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South America","2021","24,299,343"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South America","2022","24,800,065"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South America","2023","43,588,061"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South America","2024","32,789,148"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","South America","2025","19,790,140"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Argentina","2015","2,435"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Argentina","2016","134,273"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Brazil","2016","10,332"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Brazil","2017","99,400"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Brazil","2018","279,000"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Brazil","2019","2,084"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Brazil","2020","335,888"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Brazil","2021","975,121"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Brazil","2022","1,401,143"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Brazil","2023","1,916,963"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Brazil","2024","1,665,165"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Brazil","2025","488,287"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Chile","2015","5,567,174"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Chile","2016","13,447,613"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Chile","2017","17,786,916"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Chile","2018","15,141,104"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Chile","2019","19,422,996"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Chile","2020","3,333,606"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Chile","2021","23,215,330"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Chile","2022","23,209,753"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Chile","2023","41,580,163"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Chile","2024","31,047,788"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Chile","2025","19,251,043"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Colombia","2015","126,470"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Colombia","2016","72,336"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Colombia","2017","80,498"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Colombia","2018","97,964"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Colombia","2019","108,439"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Colombia","2020","92,595"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Colombia","2021","108,892"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Colombia","2022","189,169"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Colombia","2023","90,935"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Colombia","2024","76,195"
"2841 Salts Of Oxometallic Or Peroxometallic Acids","Colombia","2025","50,810"
