HS Code,Commodity Name,Year,Month,Country,Nominal Value,Annual Inflation Rate,CPI,Real Value,Category Type
2504,Natural Graphite,2014,Apr,Brazil,721610,1.62,108.5634,664689.9415456775,Ore / Raw
2504,Natural Graphite,2014,May,Brazil,494256,1.62,108.5634,455269.45545183733,Ore / Raw
2504,Natural Graphite,2014,Jun,Brazil,1268695,1.62,108.5634,1168621.284889751,Ore / Raw
2504,Natural Graphite,2014,Jul,Brazil,1369729,1.62,108.5634,1261685.7983445618,Ore / Raw
2504,Natural Graphite,2014,Aug,Brazil,1061959,1.62,108.5634,978192.4663376423,Ore / Raw
2504,Natural Graphite,2014,Sep,Brazil,871497,1.62,108.5634,802753.9668064928,Ore / Raw
2504,Natural Graphite,2014,Oct,Brazil,609118,1.62,108.5634,561071.2265828078,Ore / Raw
2504,Natural Graphite,2014,Nov,Brazil,879790,1.62,108.5634,810392.8211533537,Ore / Raw
2504,Natural Graphite,2014,Dec,Brazil,326969,1.62,108.5634,301177.92921002844,Ore / Raw
2504,Natural Graphite,2015,Jan,Brazil,753493,0.12,108.6937,693226.0103391457,Ore / Raw
2504,Natural Graphite,2015,Feb,Brazil,805474,0.12,108.6937,741049.3892470308,Ore / Raw
2504,Natural Graphite,2015,Mar,Brazil,718616,0.12,108.6937,661138.5940491491,Ore / Raw
2504,Natural Graphite,2015,Apr,Brazil,1162224,0.12,108.6937,1069265.2840045006,Ore / Raw
2504,Natural Graphite,2015,May,Brazil,1593460,0.12,108.6937,1466009.5295311504,Ore / Raw
2504,Natural Graphite,2015,Jun,Brazil,1539044,0.12,108.6937,1415945.9103885505,Ore / Raw
2504,Natural Graphite,2015,Jul,Brazil,712294,0.12,108.6937,655322.2495876026,Ore / Raw
2504,Natural Graphite,2015,Aug,Brazil,538637,0.12,108.6937,495554.94016672537,Ore / Raw
2504,Natural Graphite,2015,Sep,Brazil,367045,0.12,108.6937,337687.464866869,Ore / Raw
2504,Natural Graphite,2015,Oct,Brazil,523167,0.12,108.6937,481322.2845482304,Ore / Raw
2504,Natural Graphite,2015,Nov,Brazil,507146,0.12,108.6937,466582.69982528884,Ore / Raw
2504,Natural Graphite,2015,Dec,Brazil,721321,0.12,108.6937,663627.2387452078,Ore / Raw
2504,Natural Graphite,2016,Jan,Brazil,559651,1.26,110.0632,508481.4906344718,Ore / Raw
2504,Natural Graphite,2016,Feb,Brazil,571876,1.26,110.0632,519588.74537538434,Ore / Raw
